graph_number,is_bipartite,num_edges,diameter,clique_num,is_distance_regular,is_eulerian,cut_vertice_list,num_cut_vertices,cycle_basis,degree_sequence,aut_group_generator,grp_size_1,grp_size_2,orbits,num_orbits,3_cycle_size_str,4_cycle_size_str,5_cycle_size_str,6_cycle_size_str,7_cycle_size_str,8_cycle_size_str
2180.,False,10,4,3,False,False,"[6, 7]",2,"[[4, 7, 0], [1, 6, 7], [4, 5, 0]]","[(0, 3), (1, 2), (2, 1), (3, 1), (4, 3), (5, 2), (6, 4), (7, 4)]","[[4, 1, 2, 3, 0, 5, 6, 7], [0, 1, 3, 2, 4, 5, 6, 7]]",4.0,0,"[0, 1, 2, 2, 0, 5, 6, 7]",6,3,0,0,0,0,0
2181.,False,10,4,4,False,False,"[6, 1, 7]",3,"[[4, 7, 0], [5, 7, 0], [4, 5, 0]]","[(0, 3), (1, 2), (2, 1), (3, 1), (4, 3), (5, 3), (6, 3), (7, 4)]","[[0, 1, 2, 3, 5, 4, 6, 7], [4, 1, 2, 3, 0, 5, 6, 7], [0, 1, 3, 2, 4, 5, 6, 7]]",12.0,0,"[0, 1, 2, 2, 0, 0, 6, 7]",5,3,0,0,0,0,0
2182.,False,11,3,4,False,False,"[6, 7]",2,"[[4, 7, 0], [5, 7, 0], [1, 6, 7], [4, 5, 0]]","[(0, 3), (1, 2), (2, 1), (3, 1), (4, 3), (5, 3), (6, 4), (7, 5)]","[[0, 1, 2, 3, 5, 4, 6, 7], [4, 1, 2, 3, 0, 5, 6, 7], [0, 1, 3, 2, 4, 5, 6, 7]]",12.0,0,"[0, 1, 2, 2, 0, 0, 6, 7]",5,4,0,0,0,0,0
2183.,False,10,4,3,False,False,"[6, 7, 0]",3,"[[1, 6, 7], [2, 6, 7], [4, 5, 0]]","[(0, 3), (1, 2), (2, 2), (3, 1), (4, 2), (5, 2), (6, 4), (7, 4)]","[[0, 2, 1, 3, 4, 5, 6, 7], [0, 1, 2, 3, 5, 4, 6, 7]]",4.0,0,"[0, 1, 1, 3, 4, 4, 6, 7]",6,3,0,0,0,0,0
2184.,False,10,5,3,False,False,"[6, 7]",2,"[[4, 7, 0], [1, 6, 2, 7], [4, 5, 0]]","[(0, 3), (1, 2), (2, 2), (3, 1), (4, 3), (5, 2), (6, 3), (7, 4)]","[[4, 1, 2, 3, 0, 5, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7]]",4.0,0,"[0, 1, 1, 3, 0, 5, 6, 7]",6,2,1,0,0,0,0
2185.,False,11,4,3,False,False,"[6, 7]",2,"[[4, 7, 0], [1, 6, 7], [2, 6, 7], [4, 5, 0]]","[(0, 3), (1, 2), (2, 2), (3, 1), (4, 3), (5, 2), (6, 4), (7, 5)]","[[4, 1, 2, 3, 0, 5, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7]]",4.0,0,"[0, 1, 1, 3, 0, 5, 6, 7]",6,4,0,0,0,0,0
2186.,False,11,4,4,False,False,"[6, 7]",2,"[[4, 7, 0], [5, 7, 0], [1, 6, 2, 7], [4, 5, 0]]","[(0, 3), (1, 2), (2, 2), (3, 1), (4, 3), (5, 3), (6, 3), (7, 5)]","[[0, 1, 2, 3, 5, 4, 6, 7], [4, 1, 2, 3, 0, 5, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7]]",12.0,0,"[0, 1, 1, 3, 0, 0, 6, 7]",5,3,1,0,0,0,0
2187.,False,12,3,4,False,False,"[6, 7]",2,"[[4, 7, 0], [5, 7, 0], [1, 6, 7], [2, 6, 7], [4, 5, 0]]","[(0, 3), (1, 2), (2, 2), (3, 1), (4, 3), (5, 3), (6, 4), (7, 6)]","[[0, 1, 2, 3, 5, 4, 6, 7], [4, 1, 2, 3, 0, 5, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7]]",12.0,0,"[0, 1, 1, 3, 0, 0, 6, 7]",5,5,0,0,0,0,0
2188.,False,10,4,3,False,False,"[7, 0]",2,"[[1, 6, 3, 7], [2, 6, 3, 7], [4, 5, 0]]","[(0, 3), (1, 2), (2, 2), (3, 2), (4, 2), (5, 2), (6, 3), (7, 4)]","[[0, 1, 2, 3, 5, 4, 6, 7], [0, 1, 3, 2, 4, 5, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7]]",12.0,0,"[0, 1, 1, 1, 4, 4, 6, 7]",5,1,2,0,0,0,0
2189.,False,11,3,3,False,False,"[7, 0]",2,"[[1, 6, 7], [2, 6, 7], [3, 6, 7], [4, 5, 0]]","[(0, 3), (1, 2), (2, 2), (3, 2), (4, 2), (5, 2), (6, 4), (7, 5)]","[[0, 1, 2, 3, 5, 4, 6, 7], [0, 1, 3, 2, 4, 5, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7]]",12.0,0,"[0, 1, 1, 1, 4, 4, 6, 7]",5,4,0,0,0,0,0
2190.,False,11,4,3,False,False,[7],1,"[[4, 7, 0], [1, 6, 3, 7], [2, 6, 3, 7], [4, 5, 0]]","[(0, 3), (1, 2), (2, 2), (3, 2), (4, 3), (5, 2), (6, 3), (7, 5)]","[[4, 1, 2, 3, 0, 5, 6, 7], [0, 1, 3, 2, 4, 5, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7]]",12.0,0,"[0, 1, 1, 1, 0, 5, 6, 7]",5,2,2,0,0,0,0
2191.,False,12,3,3,False,False,[7],1,"[[4, 7, 0], [1, 6, 7], [2, 6, 7], [3, 6, 7], [4, 5, 0]]","[(0, 3), (1, 2), (2, 2), (3, 2), (4, 3), (5, 2), (6, 4), (7, 6)]","[[4, 1, 2, 3, 0, 5, 6, 7], [0, 1, 3, 2, 4, 5, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7]]",12.0,0,"[0, 1, 1, 1, 0, 5, 6, 7]",5,5,0,0,0,0,0
2192.,False,12,3,4,False,False,[7],1,"[[4, 7, 0], [5, 7, 0], [1, 6, 3, 7], [2, 6, 3, 7], [4, 5, 0]]","[(0, 3), (1, 2), (2, 2), (3, 2), (4, 3), (5, 3), (6, 3), (7, 6)]","[[0, 1, 2, 3, 5, 4, 6, 7], [4, 1, 2, 3, 0, 5, 6, 7], [0, 1, 3, 2, 4, 5, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7]]",36.0,0,"[0, 1, 1, 1, 0, 0, 6, 7]",4,3,2,0,0,0,0
2193.,False,13,2,4,False,False,[7],1,"[[4, 7, 0], [5, 7, 0], [1, 6, 7], [2, 6, 7], [3, 6, 7], [4, 5, 0]]","[(0, 3), (1, 2), (2, 2), (3, 2), (4, 3), (5, 3), (6, 4), (7, 7)]","[[0, 1, 2, 3, 5, 4, 6, 7], [4, 1, 2, 3, 0, 5, 6, 7], [0, 1, 3, 2, 4, 5, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7]]",36.0,0,"[0, 1, 1, 1, 0, 0, 6, 7]",4,6,0,0,0,0,0
2198.,False,11,3,4,False,False,[7],1,"[[4, 7, 0], [4, 6, 0], [5, 6, 0], [4, 5, 0]]","[(0, 4), (1, 1), (2, 1), (3, 1), (4, 4), (5, 3), (6, 3), (7, 5)]","[[4, 1, 2, 3, 0, 5, 6, 7], [0, 1, 2, 3, 4, 6, 5, 7], [0, 1, 3, 2, 4, 5, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7]]",24.0,0,"[0, 1, 1, 1, 0, 5, 5, 7]",4,4,0,0,0,0,0
2199.,False,12,3,4,False,False,[7],1,"[[4, 7, 0], [5, 7, 0], [4, 6, 0], [5, 6, 0], [4, 5, 0]]","[(0, 4), (1, 1), (2, 1), (3, 1), (4, 4), (5, 4), (6, 3), (7, 6)]","[[0, 1, 2, 3, 5, 4, 6, 7], [4, 1, 2, 3, 0, 5, 6, 7], [0, 1, 3, 2, 4, 5, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7]]",36.0,0,"[0, 1, 1, 1, 0, 0, 6, 7]",4,5,0,0,0,0,0
219.,True,7,4,2,False,False,"[6, 7, 0]",3,[],"[(0, 3), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 2), (7, 4)]","[[0, 1, 2, 4, 3, 5, 6, 7], [0, 1, 3, 2, 4, 5, 6, 7]]",6.0,0,"[0, 1, 2, 2, 2, 5, 6, 7]",6,0,0,0,0,0,0
2200.,False,13,2,5,False,False,[7],1,"[[4, 7, 0], [5, 7, 0], [6, 7, 0], [4, 6, 0], [5, 6, 0], [4, 5, 0]]","[(0, 4), (1, 1), (2, 1), (3, 1), (4, 4), (5, 4), (6, 4), (7, 7)]","[[0, 1, 2, 3, 4, 6, 5, 7], [0, 1, 2, 3, 5, 4, 6, 7], [4, 1, 2, 3, 0, 5, 6, 7], [0, 1, 3, 2, 4, 5, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7]]",144.0,0,"[0, 1, 1, 1, 0, 0, 0, 7]",3,6,0,0,0,0,0
2202.,False,12,4,4,False,False,"[6, 7]",2,"[[4, 7, 0], [5, 7, 0], [4, 6, 0], [5, 6, 0], [4, 5, 0]]","[(0, 4), (1, 1), (2, 1), (3, 1), (4, 4), (5, 4), (6, 4), (7, 5)]","[[0, 1, 2, 3, 5, 4, 6, 7], [4, 1, 2, 3, 0, 5, 6, 7], [0, 1, 3, 2, 4, 5, 6, 7]]",12.0,0,"[0, 1, 2, 2, 0, 0, 6, 7]",5,5,0,0,0,0,0
2203.,False,13,3,5,False,False,"[6, 7]",2,"[[4, 7, 0], [5, 7, 0], [6, 7, 0], [4, 6, 0], [5, 6, 0], [4, 5, 0]]","[(0, 4), (1, 1), (2, 1), (3, 1), (4, 4), (5, 4), (6, 5), (7, 6)]","[[0, 1, 2, 3, 5, 4, 6, 7], [4, 1, 2, 3, 0, 5, 6, 7], [0, 1, 3, 2, 4, 5, 6, 7]]",12.0,0,"[0, 1, 2, 2, 0, 0, 6, 7]",5,6,0,0,0,0,0
2207.,False,12,3,4,False,False,[7],1,"[[4, 7, 0], [6, 1, 7, 0], [4, 6, 0], [5, 6, 0], [4, 5, 0]]","[(0, 4), (1, 2), (2, 1), (3, 1), (4, 4), (5, 3), (6, 4), (7, 5)]","[[4, 1, 2, 3, 0, 5, 6, 7], [0, 1, 3, 2, 4, 5, 6, 7]]",4.0,0,"[0, 1, 2, 2, 0, 5, 6, 7]",6,4,1,0,0,0,0
2208.,False,13,3,4,False,False,[7],1,"[[4, 7, 0], [6, 7, 0], [6, 1, 7], [4, 6, 0], [5, 6, 0], [4, 5, 0]]","[(0, 4), (1, 2), (2, 1), (3, 1), (4, 4), (5, 3), (6, 5), (7, 6)]","[[4, 1, 2, 3, 0, 5, 6, 7], [0, 1, 3, 2, 4, 5, 6, 7]]",4.0,0,"[0, 1, 2, 2, 0, 5, 6, 7]",6,6,0,0,0,0,0
2209.,False,13,3,4,False,False,[7],1,"[[4, 7, 0], [5, 7, 0], [6, 1, 7, 0], [4, 6, 0], [5, 6, 0], [4, 5, 0]]","[(0, 4), (1, 2), (2, 1), (3, 1), (4, 4), (5, 4), (6, 4), (7, 6)]","[[0, 1, 2, 3, 5, 4, 6, 7], [4, 1, 2, 3, 0, 5, 6, 7], [0, 1, 3, 2, 4, 5, 6, 7]]",12.0,0,"[0, 1, 2, 2, 0, 0, 6, 7]",5,5,1,0,0,0,0
220.,False,8,3,3,False,False,"[6, 7, 0]",3,"[[6, 7, 0]]","[(0, 3), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 3), (7, 5)]","[[0, 1, 2, 4, 3, 5, 6, 7], [0, 1, 3, 2, 4, 5, 6, 7], [6, 5, 2, 3, 4, 1, 0, 7]]",12.0,0,"[0, 1, 2, 2, 2, 1, 0, 7]",4,1,0,0,0,0,0
2210.,False,14,2,5,False,False,[7],1,"[[4, 7, 0], [5, 7, 0], [6, 7, 0], [6, 1, 7], [4, 6, 0], [5, 6, 0], [4, 5, 0]]","[(0, 4), (1, 2), (2, 1), (3, 1), (4, 4), (5, 4), (6, 5), (7, 7)]","[[0, 1, 2, 3, 5, 4, 6, 7], [4, 1, 2, 3, 0, 5, 6, 7], [0, 1, 3, 2, 4, 5, 6, 7]]",12.0,0,"[0, 1, 2, 2, 0, 0, 6, 7]",5,7,0,0,0,0,0
2211.,False,12,3,4,False,False,"[7, 6]",2,"[[4, 7, 0], [5, 7, 0], [6, 7, 0], [4, 6, 0], [4, 5, 0]]","[(0, 4), (1, 1), (2, 1), (3, 1), (4, 4), (5, 3), (6, 5), (7, 5)]","[[4, 1, 2, 3, 0, 5, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7]]",4.0,0,"[0, 1, 1, 3, 0, 5, 6, 7]",6,5,0,0,0,0,0
2213.,False,12,3,3,False,False,"[6, 7]",2,"[[5, 7, 0], [6, 7, 0], [6, 1, 7], [4, 6, 0], [4, 5, 0]]","[(0, 4), (1, 2), (2, 1), (3, 1), (4, 3), (5, 3), (6, 5), (7, 5)]","[[0, 1, 3, 2, 5, 4, 7, 6]]",2.0,0,"[0, 1, 2, 2, 4, 4, 6, 6]",5,5,0,0,0,0,0
2214.,False,12,3,4,False,False,"[7, 6]",2,"[[4, 7, 0], [6, 7, 0], [6, 1, 7], [4, 6, 0], [4, 5, 0]]","[(0, 4), (1, 2), (2, 1), (3, 1), (4, 4), (5, 2), (6, 5), (7, 5)]","[[4, 1, 2, 3, 0, 5, 6, 7], [0, 1, 3, 2, 4, 5, 7, 6]]",4.0,0,"[0, 1, 2, 2, 0, 5, 6, 6]",5,5,0,0,0,0,0
2215.,False,12,4,4,False,False,"[6, 7]",2,"[[4, 7, 0], [5, 7, 0], [6, 1, 7, 0], [4, 6, 0], [4, 5, 0]]","[(0, 4), (1, 2), (2, 1), (3, 1), (4, 4), (5, 3), (6, 4), (7, 5)]","[[4, 1, 2, 3, 0, 5, 6, 7]]",2.0,0,"[0, 1, 2, 3, 0, 5, 6, 7]",7,4,1,0,0,0,0
2216.,False,13,3,4,False,False,"[6, 7]",2,"[[4, 7, 0], [5, 7, 0], [6, 7, 0], [6, 1, 7], [4, 6, 0], [4, 5, 0]]","[(0, 4), (1, 2), (2, 1), (3, 1), (4, 4), (5, 3), (6, 5), (7, 6)]","[[4, 1, 2, 3, 0, 5, 6, 7]]",2.0,0,"[0, 1, 2, 3, 0, 5, 6, 7]",7,6,0,0,0,0,0
221.,False,8,4,3,False,False,"[7, 6, 0]",3,"[[5, 7, 0]]","[(0, 3), (1, 1), (2, 1), (3, 1), (4, 1), (5, 2), (6, 2), (7, 5)]","[[0, 1, 2, 4, 3, 5, 6, 7], [0, 1, 3, 2, 4, 5, 6, 7]]",6.0,0,"[0, 1, 2, 2, 2, 5, 6, 7]",6,1,0,0,0,0,0
2221.,False,12,3,3,False,False,[7],1,"[[5, 7, 0], [6, 2, 7, 0], [6, 1, 7, 0], [4, 6, 0], [4, 5, 0]]","[(0, 4), (1, 2), (2, 2), (3, 1), (4, 3), (5, 3), (6, 4), (7, 5)]","[[0, 2, 1, 3, 4, 5, 6, 7]]",2.0,0,"[0, 1, 1, 3, 4, 5, 6, 7]",7,3,2,0,0,0,0
2222.,False,13,3,3,False,False,[7],1,"[[5, 7, 0], [6, 7, 0], [6, 2, 7], [6, 1, 7], [4, 6, 0], [4, 5, 0]]","[(0, 4), (1, 2), (2, 2), (3, 1), (4, 3), (5, 3), (6, 5), (7, 6)]","[[0, 2, 1, 3, 4, 5, 6, 7]]",2.0,0,"[0, 1, 1, 3, 4, 5, 6, 7]",7,6,0,0,0,0,0
2223.,False,12,3,3,False,False,[7],1,"[[4, 7, 0], [6, 2, 7, 0], [6, 1, 7, 0], [4, 6, 0], [4, 5, 0]]","[(0, 4), (1, 2), (2, 2), (3, 1), (4, 4), (5, 2), (6, 4), (7, 5)]","[[4, 1, 2, 3, 0, 5, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7]]",4.0,0,"[0, 1, 1, 3, 0, 5, 6, 7]",6,3,2,0,0,0,0
2224.,False,13,3,4,False,False,[7],1,"[[4, 7, 0], [6, 7, 0], [6, 2, 7], [6, 1, 7], [4, 6, 0], [4, 5, 0]]","[(0, 4), (1, 2), (2, 2), (3, 1), (4, 4), (5, 2), (6, 5), (7, 6)]","[[4, 1, 2, 3, 0, 5, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7]]",4.0,0,"[0, 1, 1, 3, 0, 5, 6, 7]",6,6,0,0,0,0,0
2225.,False,13,3,4,False,False,[7],1,"[[4, 7, 0], [5, 7, 0], [6, 2, 7, 0], [6, 1, 7, 0], [4, 6, 0], [4, 5, 0]]","[(0, 4), (1, 2), (2, 2), (3, 1), (4, 4), (5, 3), (6, 4), (7, 6)]","[[4, 1, 2, 3, 0, 5, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7]]",4.0,0,"[0, 1, 1, 3, 0, 5, 6, 7]",6,4,2,0,0,0,0
2226.,False,14,2,4,False,False,[7],1,"[[4, 7, 0], [5, 7, 0], [6, 7, 0], [6, 2, 7], [6, 1, 7], [4, 6, 0], [4, 5, 0]]","[(0, 4), (1, 2), (2, 2), (3, 1), (4, 4), (5, 3), (6, 5), (7, 7)]","[[4, 1, 2, 3, 0, 5, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7]]",4.0,0,"[0, 1, 1, 3, 0, 5, 6, 7]",6,7,0,0,0,0,0
2227.,False,13,4,4,False,False,"[7, 6]",2,"[[4, 7, 0], [5, 7, 0], [6, 1, 7, 0], [4, 6, 0], [5, 6, 0], [4, 5, 0]]","[(0, 4), (1, 2), (2, 1), (3, 1), (4, 4), (5, 4), (6, 5), (7, 5)]","[[0, 1, 2, 3, 5, 4, 6, 7], [4, 1, 2, 3, 0, 5, 6, 7], [0, 1, 3, 2, 4, 5, 7, 6]]",12.0,0,"[0, 1, 2, 2, 0, 0, 6, 6]",4,5,1,0,0,0,0
2228.,False,14,3,5,False,False,"[7, 6]",2,"[[4, 7, 0], [5, 7, 0], [6, 7, 0], [6, 1, 7], [4, 6, 0], [5, 6, 0], [4, 5, 0]]","[(0, 4), (1, 2), (2, 1), (3, 1), (4, 4), (5, 4), (6, 6), (7, 6)]","[[0, 1, 2, 3, 5, 4, 6, 7], [4, 1, 2, 3, 0, 5, 6, 7], [0, 1, 3, 2, 4, 5, 7, 6]]",12.0,0,"[0, 1, 2, 2, 0, 0, 6, 6]",4,7,0,0,0,0,0
2231.,False,14,3,4,False,False,[7],1,"[[4, 7, 0], [5, 7, 0], [6, 2, 7, 0], [6, 1, 7, 0], [4, 6, 0], [5, 6, 0], [4, 5, 0]]","[(0, 4), (1, 2), (2, 2), (3, 1), (4, 4), (5, 4), (6, 5), (7, 6)]","[[0, 1, 2, 3, 5, 4, 6, 7], [4, 1, 2, 3, 0, 5, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7]]",12.0,0,"[0, 1, 1, 3, 0, 0, 6, 7]",5,5,2,0,0,0,0
2232.,False,15,2,5,False,False,[7],1,"[[4, 7, 0], [5, 7, 0], [6, 7, 0], [6, 2, 7], [6, 1, 7], [4, 6, 0], [5, 6, 0], [4, 5, 0]]","[(0, 4), (1, 2), (2, 2), (3, 1), (4, 4), (5, 4), (6, 6), (7, 7)]","[[0, 1, 2, 3, 5, 4, 6, 7], [4, 1, 2, 3, 0, 5, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7]]",12.0,0,"[0, 1, 1, 3, 0, 0, 6, 7]",5,8,0,0,0,0,0
2233.,False,11,3,3,False,False,[6],1,"[[1, 7, 2, 6], [4, 7, 2, 6, 0], [5, 7, 2, 6, 0], [4, 5, 0]]","[(0, 3), (1, 2), (2, 2), (3, 1), (4, 3), (5, 3), (6, 4), (7, 4)]","[[0, 1, 2, 3, 5, 4, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7]]",4.0,0,"[0, 1, 1, 3, 4, 4, 6, 7]",6,1,1,2,0,0,0
2234.,False,12,3,3,False,False,[6],1,"[[1, 7, 6], [2, 7, 6], [4, 7, 6, 0], [5, 7, 6, 0], [4, 5, 0]]","[(0, 3), (1, 2), (2, 2), (3, 1), (4, 3), (5, 3), (6, 5), (7, 5)]","[[0, 1, 2, 3, 5, 4, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7]]",4.0,0,"[0, 1, 1, 3, 4, 4, 6, 7]",6,3,2,0,0,0,0
2235.,False,11,3,3,False,False,[],0,"[[1, 7, 3, 6], [2, 7, 3, 6], [4, 7, 3, 6, 0], [4, 5, 0]]","[(0, 3), (1, 2), (2, 2), (3, 2), (4, 3), (5, 2), (6, 4), (7, 4)]","[[0, 1, 3, 2, 4, 5, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7], [4, 1, 2, 3, 0, 5, 7, 6]]",12.0,0,"[0, 1, 1, 1, 0, 5, 6, 6]",4,1,2,1,0,0,0
2236.,False,12,3,3,False,False,[],0,"[[1, 7, 6], [2, 7, 6], [3, 7, 6], [4, 7, 6, 0], [4, 5, 0]]","[(0, 3), (1, 2), (2, 2), (3, 2), (4, 3), (5, 2), (6, 5), (7, 5)]","[[0, 1, 3, 2, 4, 5, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7], [4, 1, 2, 3, 0, 5, 7, 6]]",12.0,0,"[0, 1, 1, 1, 0, 5, 6, 6]",4,4,1,0,0,0,0
2237.,False,12,2,3,False,False,[],0,"[[1, 7, 3, 6], [2, 7, 3, 6], [4, 7, 3, 6, 0], [5, 7, 3, 6, 0], [4, 5, 0]]","[(0, 3), (1, 2), (2, 2), (3, 2), (4, 3), (5, 3), (6, 4), (7, 5)]","[[0, 1, 2, 3, 5, 4, 6, 7], [0, 1, 3, 2, 4, 5, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7]]",12.0,0,"[0, 1, 1, 1, 4, 4, 6, 7]",5,1,2,2,0,0,0
2238.,False,13,2,3,False,False,[],0,"[[1, 7, 6], [2, 7, 6], [3, 7, 6], [4, 7, 6, 0], [5, 7, 6, 0], [4, 5, 0]]","[(0, 3), (1, 2), (2, 2), (3, 2), (4, 3), (5, 3), (6, 5), (7, 6)]","[[0, 1, 2, 3, 5, 4, 6, 7], [0, 1, 3, 2, 4, 5, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7]]",12.0,0,"[0, 1, 1, 1, 4, 4, 6, 7]",5,4,2,0,0,0,0
2239.,False,12,3,4,False,False,[6],1,"[[4, 7, 0], [5, 7, 0], [6, 7, 0], [6, 1, 7], [4, 5, 0]]","[(0, 4), (1, 2), (2, 1), (3, 1), (4, 3), (5, 3), (6, 5), (7, 5)]","[[0, 1, 2, 3, 5, 4, 6, 7], [0, 1, 3, 2, 4, 5, 6, 7]]",4.0,0,"[0, 1, 2, 2, 4, 4, 6, 7]",6,5,0,0,0,0,0
2240.,False,12,3,3,False,False,[6],1,"[[4, 7, 0], [6, 7, 0], [6, 2, 7], [6, 1, 7], [4, 5, 0]]","[(0, 4), (1, 2), (2, 2), (3, 1), (4, 3), (5, 2), (6, 5), (7, 5)]","[[0, 2, 1, 3, 4, 5, 6, 7]]",2.0,0,"[0, 1, 1, 3, 4, 5, 6, 7]",7,5,0,0,0,0,0
2241.,False,12,3,4,False,False,[6],1,"[[4, 7, 0], [5, 7, 0], [6, 2, 7, 0], [6, 1, 7, 0], [4, 5, 0]]","[(0, 4), (1, 2), (2, 2), (3, 1), (4, 3), (5, 3), (6, 4), (7, 5)]","[[0, 1, 2, 3, 5, 4, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7]]",4.0,0,"[0, 1, 1, 3, 4, 4, 6, 7]",6,3,2,0,0,0,0
2242.,False,13,3,4,False,False,[6],1,"[[4, 7, 0], [5, 7, 0], [6, 7, 0], [6, 2, 7], [6, 1, 7], [4, 5, 0]]","[(0, 4), (1, 2), (2, 2), (3, 1), (4, 3), (5, 3), (6, 5), (7, 6)]","[[0, 1, 2, 3, 5, 4, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7]]",4.0,0,"[0, 1, 1, 3, 4, 4, 6, 7]",6,6,0,0,0,0,0
2243.,False,12,3,3,False,False,[0],1,"[[6, 7, 0], [6, 3, 7], [6, 2, 7], [6, 1, 7], [4, 5, 0]]","[(0, 4), (1, 2), (2, 2), (3, 2), (4, 2), (5, 2), (6, 5), (7, 5)]","[[0, 1, 2, 3, 4, 5, 7, 6], [0, 1, 3, 2, 4, 5, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7], [0, 1, 2, 3, 5, 4, 6, 7]]",24.0,0,"[0, 1, 1, 1, 4, 4, 6, 6]",4,5,0,0,0,0,0
2244.,False,12,3,3,False,False,[],0,"[[4, 7, 0], [6, 3, 7, 0], [6, 2, 7, 0], [6, 1, 7, 0], [4, 5, 0]]","[(0, 4), (1, 2), (2, 2), (3, 2), (4, 3), (5, 2), (6, 4), (7, 5)]","[[0, 1, 3, 2, 4, 5, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7]]",6.0,0,"[0, 1, 1, 1, 4, 5, 6, 7]",6,2,3,0,0,0,0
2245.,False,13,3,3,False,False,[],0,"[[4, 7, 0], [6, 7, 0], [6, 3, 7], [6, 2, 7], [6, 1, 7], [4, 5, 0]]","[(0, 4), (1, 2), (2, 2), (3, 2), (4, 3), (5, 2), (6, 5), (7, 6)]","[[0, 1, 3, 2, 4, 5, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7]]",6.0,0,"[0, 1, 1, 1, 4, 5, 6, 7]",6,6,0,0,0,0,0
2246.,False,13,2,4,False,False,[],0,"[[4, 7, 0], [5, 7, 0], [6, 3, 7, 0], [6, 2, 7, 0], [6, 1, 7, 0], [4, 5, 0]]","[(0, 4), (1, 2), (2, 2), (3, 2), (4, 3), (5, 3), (6, 4), (7, 6)]","[[0, 1, 2, 3, 5, 4, 6, 7], [0, 1, 3, 2, 4, 5, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7]]",12.0,0,"[0, 1, 1, 1, 4, 4, 6, 7]",5,3,3,0,0,0,0
2247.,False,14,2,4,False,False,[],0,"[[4, 7, 0], [5, 7, 0], [6, 7, 0], [6, 3, 7], [6, 2, 7], [6, 1, 7], [4, 5, 0]]","[(0, 4), (1, 2), (2, 2), (3, 2), (4, 3), (5, 3), (6, 5), (7, 7)]","[[0, 1, 2, 3, 5, 4, 6, 7], [0, 1, 3, 2, 4, 5, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7]]",12.0,0,"[0, 1, 1, 1, 4, 4, 6, 7]",5,7,0,0,0,0,0
2248.,False,13,3,4,False,False,[6],1,"[[4, 7, 0], [5, 7, 0], [6, 2, 7, 0], [6, 1, 7, 0], [4, 6, 0], [4, 5, 0]]","[(0, 4), (1, 2), (2, 2), (3, 1), (4, 4), (5, 3), (6, 5), (7, 5)]","[[4, 1, 2, 3, 0, 5, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7]]",4.0,0,"[0, 1, 1, 3, 0, 5, 6, 7]",6,4,2,0,0,0,0
2249.,False,14,3,4,False,False,[6],1,"[[4, 7, 0], [5, 7, 0], [6, 7, 0], [6, 2, 7], [6, 1, 7], [4, 6, 0], [4, 5, 0]]","[(0, 4), (1, 2), (2, 2), (3, 1), (4, 4), (5, 3), (6, 6), (7, 6)]","[[4, 1, 2, 3, 0, 5, 6, 7], [0, 2, 1, 3, 4, 5, 6, 7]]",4.0,0,"[0, 1, 1, 3, 0, 5, 6, 7]",6,7,0,0,0,0,0
